PageLink,ThumbnailLink,ArtistName,ArtistForwardName,ArtistLink,Role,Title,Created,Medium,Credit,CreditLink,Accession,OnView,FullResImage
https://www.nga.gov/content/ngaweb/collection/art-object-page.41622.html,"https://media.nga.gov/iiif/a7ea75cd-dc2f-4504-99b6-43f8c08a702a/full/!384,384/0/default.jpg",Margaritone d'Arezzo,Margaritone d'Arezzo,https://www.nga.gov/content/ngaweb/collection/artist-info.1510.html,,Madonna and Child Enthroned with Four Saints,c. 1240/1245,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.12,Not on View,https://media.nga.gov/iiif/a7ea75cd-dc2f-4504-99b6-43f8c08a702a/full/full/0/default.jpg?attachment_filename=madonna_and_child_enthroned_with_four_saints_1952.5.12.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.37004.html,"https://media.nga.gov/iiif/c2d64bdd-cb82-4772-b1eb-01b2a9b54d24/full/!384,384/0/default.jpg",Byzantine 13th Century (possibly from Constantinople),Byzantine 13th Century,https://www.nga.gov/content/ngaweb/collection/artist-info.1059.html,(painter),Enthroned Madonna and Child,c. 1250/1275,tempera on poplar panel,Gift of Mrs. Otto H. Kahn,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Gift%20of%20Mrs.%20Otto%20H.%20Kahn,1949.7.1,Not on View,https://media.nga.gov/iiif/c2d64bdd-cb82-4772-b1eb-01b2a9b54d24/full/full/0/default.jpg?attachment_filename=enthroned_madonna_and_child_1949.7.1.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.35.html,"https://media.nga.gov/iiif/0913b166-8770-4215-a3c5-b89b606e0f02/full/!384,384/0/default.jpg",Byzantine 13th Century (possibly from Constantinople),Byzantine 13th Century,https://www.nga.gov/content/ngaweb/collection/artist-info.1059.html,(painter),Madonna and Child on a Curved Throne,c. 1260/1280,tempera on linden panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.1,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/0913b166-8770-4215-a3c5-b89b606e0f02/full/full/0/default.jpg?attachment_filename=madonna_and_child_on_a_curved_throne_1937.1.1.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41623.html,"https://media.nga.gov/iiif/a0eb9fb8-28a3-4446-b28d-70a4cc50c6e5/full/!384,384/0/default.jpg",Master of the Franciscan Crucifixes,Master of the Franciscan Crucifixes,https://www.nga.gov/content/ngaweb/collection/artist-info.1693.html,,The Mourning Madonna,c. 1270/1275,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.13,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/a0eb9fb8-28a3-4446-b28d-70a4cc50c6e5/full/full/0/default.jpg?attachment_filename=the_mourning_madonna_1952.5.13.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41624.html,"https://media.nga.gov/iiif/cbfa8d2d-dd02-4101-94be-15413ecf717f/full/!384,384/0/default.jpg",Master of the Franciscan Crucifixes,Master of the Franciscan Crucifixes,https://www.nga.gov/content/ngaweb/collection/artist-info.1693.html,,The Mourning Saint John the Evangelist,c. 1270/1275,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.14,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/cbfa8d2d-dd02-4101-94be-15413ecf717f/full/full/0/default.jpg?attachment_filename=the_mourning_saint_john_the_evangelist_1952.5.14.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41625.html,"https://media.nga.gov/iiif/b21ae2a3-8f77-47d9-ac02-04fce864c313/full/!384,384/0/default.jpg",Master of Saint Francis,Master of Saint Francis,https://www.nga.gov/content/ngaweb/collection/artist-info.1700.html,,Saint James Minor,c. 1272,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.15,Not on View,https://media.nga.gov/iiif/b21ae2a3-8f77-47d9-ac02-04fce864c313/full/full/0/default.jpg?attachment_filename=saint_james_minor_1952.5.15.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41626.html,"https://media.nga.gov/iiif/1776edff-237b-411e-b28e-940e253398c1/full/!384,384/0/default.jpg",Master of Saint Francis,Master of Saint Francis,https://www.nga.gov/content/ngaweb/collection/artist-info.1700.html,,Saint John the Evangelist,c. 1272,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.16,Not on View,https://media.nga.gov/iiif/1776edff-237b-411e-b28e-940e253398c1/full/full/0/default.jpg?attachment_filename=saint_john_the_evangelist_1952.5.16.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41675.html,"https://media.nga.gov/iiif/9ef95c4f-b934-4d3f-9cba-426efb78bb75/full/!384,384/0/default.jpg",Tuscan 13th Century,Tuscan 13th Century,https://www.nga.gov/content/ngaweb/collection/artist-info.46133.html,(painter),"Madonna and Child with Saint John the Baptist, Saint Peter, and Two Angels",c. 1290,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.60,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/9ef95c4f-b934-4d3f-9cba-426efb78bb75/full/full/0/default.jpg?attachment_filename=madonna_and_child_with_saint_john_the_baptist%2C_saint_peter%2C_and_two_angels_1952.5.60.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.46176.html,"https://media.nga.gov/iiif/9f21df3d-5266-44a1-ac35-daf58157fec9/full/!384,384/0/default.jpg",Master of Città di Castello,Master of Città di Castello,https://www.nga.gov/content/ngaweb/collection/artist-info.38622.html,(painter),Maestà (Madonna and Child with Four Angels),c. 1290,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1961.9.77,Not on View,https://media.nga.gov/iiif/9f21df3d-5266-44a1-ac35-daf58157fec9/full/full/0/default.jpg?attachment_filename=maesta_%28madonna_and_child_with_four_angels%29_1961.9.77.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.282.html,"https://media.nga.gov/iiif/8c36f19a-c3c2-450f-b6b7-5217d1eafc82/full/!384,384/0/default.jpg",Duccio di Buoninsegna,Duccio di Buoninsegna,https://www.nga.gov/content/ngaweb/collection/artist-info.1249.html,(painter),The Calling of the Apostles Peter and Andrew,1308-1311,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.141,Not on View,https://media.nga.gov/iiif/8c36f19a-c3c2-450f-b6b7-5217d1eafc82/full/full/0/default.jpg?attachment_filename=the_calling_of_the_apostles_peter_and_andrew_1939.1.141.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.10.html,"https://media.nga.gov/iiif/e66c8f60-ee91-46eb-9f70-a87ea34b76d4/full/!384,384/0/default.jpg",Duccio di Buoninsegna,Duccio di Buoninsegna,https://www.nga.gov/content/ngaweb/collection/artist-info.1249.html,(painter),The Nativity with the Prophets Isaiah and Ezekiel,1308-1311,tempera on single poplar panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.8,Not on View,https://media.nga.gov/iiif/e66c8f60-ee91-46eb-9f70-a87ea34b76d4/full/full/0/default.jpg?attachment_filename=the_nativity_with_the_prophets_isaiah_and_ezekiel_1937.1.8.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.33.html,"https://media.nga.gov/iiif/db7a87a5-e219-49fc-a3f3-0ef2248d33a3/full/!384,384/0/default.jpg",Grifo di Tancredi,Grifo di Tancredi,https://www.nga.gov/content/ngaweb/collection/artist-info.38613.html,(painter),Christ Blessing,c. 1310,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.2.b,Not on View,https://media.nga.gov/iiif/db7a87a5-e219-49fc-a3f3-0ef2248d33a3/full/full/0/default.jpg?attachment_filename=christ_blessing_1937.1.2.b.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.0.html,"https://media.nga.gov/iiif/7b170a4c-9d44-475c-b294-cee6f43d88af/full/!384,384/0/default.jpg",Grifo di Tancredi,Grifo di Tancredi,https://www.nga.gov/content/ngaweb/collection/artist-info.38613.html,(painter),Saint James Major,c. 1310,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.2.c,Not on View,https://media.nga.gov/iiif/7b170a4c-9d44-475c-b294-cee6f43d88af/full/full/0/default.jpg?attachment_filename=saint_james_major_1937.1.2.c.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.34.html,"https://media.nga.gov/iiif/6c812e1a-db84-4ec1-98cf-ad67e177a4fc/full/!384,384/0/default.jpg",Grifo di Tancredi,Grifo di Tancredi,https://www.nga.gov/content/ngaweb/collection/artist-info.38613.html,(painter),Saint Peter,c. 1310,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.2.a,Not on View,https://media.nga.gov/iiif/6c812e1a-db84-4ec1-98cf-ad67e177a4fc/full/full/0/default.jpg?attachment_filename=saint_peter_1937.1.2.a.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41635.html,"https://media.nga.gov/iiif/c05d6828-ce1c-4333-8ec6-b79ba3472fef/full/!384,384/0/default.jpg",Simone Martini,Simone Martini,https://www.nga.gov/content/ngaweb/collection/artist-info.1875.html,(painter),Saint James Major,c. 1315/1320,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.25,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/c05d6828-ce1c-4333-8ec6-b79ba3472fef/full/full/0/default.jpg?attachment_filename=saint_james_major_1952.5.25.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41636.html,"https://media.nga.gov/iiif/ce6b3e55-a43c-4555-949d-f6bf60600bce/full/!384,384/0/default.jpg",Simone Martini,Simone Martini,https://www.nga.gov/content/ngaweb/collection/artist-info.1875.html,(painter),Saint Judas Thaddeus,c. 1315/1320,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.26,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/ce6b3e55-a43c-4555-949d-f6bf60600bce/full/full/0/default.jpg?attachment_filename=saint_judas_thaddeus_1952.5.26.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41633.html,"https://media.nga.gov/iiif/7582d319-a8e3-461e-9386-9bbf0d1deb48/full/!384,384/0/default.jpg",Simone Martini,Simone Martini,https://www.nga.gov/content/ngaweb/collection/artist-info.1875.html,(painter),Saint Matthew,c. 1315/1320,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.23,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/7582d319-a8e3-461e-9386-9bbf0d1deb48/full/full/0/default.jpg?attachment_filename=saint_matthew_1952.5.23.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41634.html,"https://media.nga.gov/iiif/1d4fe135-def0-4a61-89a5-ffa8b9ffa852/full/!384,384/0/default.jpg",Simone Martini,Simone Martini,https://www.nga.gov/content/ngaweb/collection/artist-info.1875.html,(painter),Saint Simon,c. 1315/1320,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.24,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/1d4fe135-def0-4a61-89a5-ffa8b9ffa852/full/full/0/default.jpg?attachment_filename=saint_simon_1952.5.24.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.46101.html,"https://media.nga.gov/iiif/33f1330d-2ca0-4f9c-97c9-ee767667d64c/full/!384,384/0/default.jpg",Bernardo Daddi,Bernardo Daddi,https://www.nga.gov/content/ngaweb/collection/artist-info.1204.html,(painter),The Crucifixion,c. 1320/1325,tempera on poplar panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1961.9.2,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/33f1330d-2ca0-4f9c-97c9-ee767667d64c/full/full/0/default.jpg?attachment_filename=the_crucifixion_1961.9.2.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41702.html,"https://media.nga.gov/iiif/24a4d6e0-31fa-400c-8f8a-44da96af4857/full/!384,384/0/default.jpg",Master of the Washington Coronation,Master of the Washington Coronation,https://www.nga.gov/content/ngaweb/collection/artist-info.38614.html,(painter),The Coronation of the Virgin,1324,tempera on poplar panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.87,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/24a4d6e0-31fa-400c-8f8a-44da96af4857/full/full/0/default.jpg?attachment_filename=the_coronation_of_the_virgin_1952.5.87.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.357.html,"https://media.nga.gov/iiif/1b266771-5762-4ce0-8968-688cae2ba81e/full/!384,384/0/default.jpg",Simone Martini,Simone Martini,https://www.nga.gov/content/ngaweb/collection/artist-info.1875.html,,The Angel of the Annunciation,c. 1330,tempera on poplar panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.216,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/1b266771-5762-4ce0-8968-688cae2ba81e/full/full/0/default.jpg?attachment_filename=the_angel_of_the_annunciation_1939.1.216.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.1.html,"https://media.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a/full/!384,384/0/default.jpg",Bernardo Daddi,Bernardo Daddi,https://www.nga.gov/content/ngaweb/collection/artist-info.1204.html,(painter),Saint Paul and a Group of Worshippers,1333,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.3,Not on View,https://media.nga.gov/iiif/7bbcfd01-e774-46e7-96d1-a3b03598cd8a/full/full/0/default.jpg?attachment_filename=saint_paul_and_a_group_of_worshippers_1937.1.3.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.272.html,"https://media.nga.gov/iiif/8c978c3f-88f0-447a-a36c-6848baf9514a/full/!384,384/0/default.jpg",Giovanni Baronzio,Giovanni Baronzio,https://www.nga.gov/content/ngaweb/collection/artist-info.10790.html,(painter),The Baptism of Christ,c. 1335,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.131,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/8c978c3f-88f0-447a-a36c-6848baf9514a/full/full/0/default.jpg?attachment_filename=the_baptism_of_christ_1939.1.131.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41683.html,"https://media.nga.gov/iiif/a1b1e147-fe90-4f24-9224-002beb38f85e/full/!384,384/0/default.jpg",Giovanni Baronzio,Giovanni Baronzio,https://www.nga.gov/content/ngaweb/collection/artist-info.10790.html,(painter),"The Birth, Naming, and Circumcision of Saint John the Baptist",c. 1335,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.68,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/a1b1e147-fe90-4f24-9224-002beb38f85e/full/full/0/default.jpg?attachment_filename=the_birth%2C_naming%2C_and_circumcision_of_saint_john_the_baptist_1952.5.68.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.12143.html,"https://media.nga.gov/iiif/2f890ae3-3eae-41d3-8ada-6210ea87ea27/full/!384,384/0/default.jpg",Giovanni Baronzio,Giovanni Baronzio,https://www.nga.gov/content/ngaweb/collection/artist-info.10790.html,(painter),Madonna and Child with Five Angels,c. 1335,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1943.4.45,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/2f890ae3-3eae-41d3-8ada-6210ea87ea27/full/full/0/default.jpg?attachment_filename=madonna_and_child_with_five_angels_1943.4.45.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.12118.html,"https://media.nga.gov/iiif/b4ee3d5d-4397-4e7e-b946-20a22c878230/full/!384,384/0/default.jpg",Bartolomeo Bulgarini,Bartolomeo Bulgarini,https://www.nga.gov/content/ngaweb/collection/artist-info.37162.html,(painter),Saint Catherine of Alexandria,c. 1335/1340,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1943.4.20,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/b4ee3d5d-4397-4e7e-b946-20a22c878230/full/full/0/default.jpg?attachment_filename=saint_catherine_of_alexandria_1943.4.20.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.284.html,"https://media.nga.gov/iiif/b546eb51-99f0-4986-9706-0e3c618bc51f/full/!384,384/0/default.jpg",Paolo Veneziano,Paolo Veneziano,https://www.nga.gov/content/ngaweb/collection/artist-info.1767.html,,The Crucifixion,c. 1340/1345,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.143,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/b546eb51-99f0-4986-9706-0e3c618bc51f/full/full/0/default.jpg?attachment_filename=the_crucifixion_1939.1.143.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41676.html,"https://media.nga.gov/iiif/0d202b87-f85d-418a-8462-da6bec43b714/full/!384,384/0/default.jpg",Bernardo Daddi,Bernardo Daddi,https://www.nga.gov/content/ngaweb/collection/artist-info.1204.html,,Madonna and Child with Saints and Angels,c. 1345,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.61,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/0d202b87-f85d-418a-8462-da6bec43b714/full/full/0/default.jpg?attachment_filename=madonna_and_child_with_saints_and_angels_1952.5.61.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.7.html,"https://media.nga.gov/iiif/a0458b44-8db7-4694-8a03-349003ec91a7/full/!384,384/0/default.jpg",Puccio di Simone and Allegretto Nuzi,Puccio di Simone,https://www.nga.gov/content/ngaweb/collection/artist-info.5524.html,(painter),Madonna and Child Enthroned with Four Saints and Eighteen Angels [middle panel],1354,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.6.b,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/a0458b44-8db7-4694-8a03-349003ec91a7/full/full/0/default.jpg?attachment_filename=madonna_and_child_enthroned_with_four_saints_and_eighteen_angels__middle_panel__1937.1.6.b.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.206126.html,"https://media.nga.gov/iiif/5b5ec5c8-a660-4eb2-89ae-5cfbd33d398b/full/!384,384/0/default.jpg",Puccio di Simone and Allegretto Nuzi,Puccio di Simone,https://www.nga.gov/content/ngaweb/collection/artist-info.5524.html,(painter),"Madonna and Child Enthroned with Saints and Angels, and Saints Anthony Abbot and Venantius [entire triptych]",1354,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.6.a-c,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/5b5ec5c8-a660-4eb2-89ae-5cfbd33d398b/full/full/0/default.jpg?attachment_filename=madonna_and_child_enthroned_with_saints_and_angels%2C_and_saints_anthony_abbot_and_venantius__entire_triptych__1937.1.6.a-c.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.6.html,"https://media.nga.gov/iiif/e879ab8f-0a66-4d84-8f7c-bafd62d662ee/full/!384,384/0/default.jpg",Puccio di Simone and Allegretto Nuzi,Puccio di Simone,https://www.nga.gov/content/ngaweb/collection/artist-info.5524.html,(painter),Saint Anthony Abbot [left panel],1354,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.6.a,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/e879ab8f-0a66-4d84-8f7c-bafd62d662ee/full/full/0/default.jpg?attachment_filename=saint_anthony_abbot__left_panel__1937.1.6.a.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.8.html,"https://media.nga.gov/iiif/ace92898-3191-42e2-b849-1be58081903f/full/!384,384/0/default.jpg",Puccio di Simone and Allegretto Nuzi,Puccio di Simone,https://www.nga.gov/content/ngaweb/collection/artist-info.5524.html,(painter),Saint Venantius [right panel],1354,tempera on panel,Andrew W. Mellon Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Andrew%20W.%20Mellon%20Collection,1937.1.6.c,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/ace92898-3191-42e2-b849-1be58081903f/full/full/0/default.jpg?attachment_filename=saint_venantius__right_panel__1937.1.6.c.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.204932.html,"https://media.nga.gov/iiif/a8576cf2-9196-4b68-b8cb-49b8d152133a/full/!384,384/0/default.jpg",Nardo di Cione,Nardo di Cione,https://www.nga.gov/content/ngaweb/collection/artist-info.1745.html,,"Madonna and Child, with Saints Peter and John the Evangelist, and Man of Sorrows [entire triptych]",c. 1360,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.261.a-c,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/a8576cf2-9196-4b68-b8cb-49b8d152133a/full/full/0/default.jpg?attachment_filename=madonna_and_child%2C_with_saints_peter_and_john_the_evangelist%2C_and_man_of_sorrows__entire_triptych__1939.1.261.a-c.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.403.html,"https://media.nga.gov/iiif/35bda0d1-9ca6-4fee-a339-8046cc6e198c/full/!384,384/0/default.jpg",Nardo di Cione,Nardo di Cione,https://www.nga.gov/content/ngaweb/collection/artist-info.1745.html,,"Madonna and Child, with the Man of Sorrows [middle panel]",c. 1360,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.261.b,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/35bda0d1-9ca6-4fee-a339-8046cc6e198c/full/full/0/default.jpg?attachment_filename=madonna_and_child%2C_with_the_man_of_sorrows__middle_panel__1939.1.261.b.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.404.html,"https://media.nga.gov/iiif/da71f518-1b9e-4971-9c98-462b3cdce5f8/full/!384,384/0/default.jpg",Nardo di Cione,Nardo di Cione,https://www.nga.gov/content/ngaweb/collection/artist-info.1745.html,,Saint John the Evangelist [right panel],c. 1360,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.261.c,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/da71f518-1b9e-4971-9c98-462b3cdce5f8/full/full/0/default.jpg?attachment_filename=saint_john_the_evangelist__right_panel__1939.1.261.c.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.402.html,"https://media.nga.gov/iiif/19f544a4-cb58-4450-87d2-a4affa623869/full/!384,384/0/default.jpg",Nardo di Cione,Nardo di Cione,https://www.nga.gov/content/ngaweb/collection/artist-info.1745.html,,Saint Peter [left panel],c. 1360,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.261.a,"On View : West Building, Main Floor — Gallery 1",https://media.nga.gov/iiif/19f544a4-cb58-4450-87d2-a4affa623869/full/full/0/default.jpg?attachment_filename=saint_peter__left_panel__1939.1.261.a.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.41628.html,"https://media.nga.gov/iiif/b9e37014-2bcf-4786-bdcd-9d5925e0e35f/full/!384,384/0/default.jpg",Jacopo di Cione,Jacopo di Cione,https://www.nga.gov/content/ngaweb/collection/artist-info.5528.html,(painter),Madonna and Child with God the Father Blessing and Angels,c. 1370/1375,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1952.5.18,"On View : West Building, Main Floor — Gallery 2",https://media.nga.gov/iiif/b9e37014-2bcf-4786-bdcd-9d5925e0e35f/full/full/0/default.jpg?attachment_filename=madonna_and_child_with_god_the_father_blessing_and_angels_1952.5.18.jpg
https://www.nga.gov/content/ngaweb/collection/art-object-page.161.html,"https://media.nga.gov/iiif/ba6cc0b7-8f4a-481d-9da5-f6347181902c/full/!384,384/0/default.jpg",Andrea di Bartolo,Andrea di Bartolo,https://www.nga.gov/content/ngaweb/collection/artist-info.91.html,(painter),Christ on the Cross [reverse],c. 1380/1390,tempera on panel,Samuel H. Kress Collection,https://www.nga.gov/content/ngaweb/collection-search-result.html?artobj_credit=Samuel%20H.%20Kress%20Collection,1939.1.20.b,"On View : West Building, Main Floor — Gallery 3",https://media.nga.gov/iiif/ba6cc0b7-8f4a-481d-9da5-f6347181902c/full/full/0/default.jpg?attachment_filename=christ_on_the_cross__reverse__1939.1.20.b.jpg
