,Ranking,Link,ID,ImageLink,Sponsored,ProductName,Rating,RatingsCount,Price,DeliveryTime,NumBought
66,67.0,https://amazon.com/dp/B0CS1D8B1R,B0CS1D8B1R,https://m.media-amazon.com/images/I/61bIauyrn7L._AC_UL320_.jpg,,"HP Portable 13.8"" HD IPS Laptop, Intel Celeron N Processor Up to 2.78GHz, 4GB DDR4, 64GB SSD, HDMI, RJ45, Webcam, Bluetooth, Windows 11, Pastel Pink(Renewed)",4.3,50.0,156.99,1.0,500.0
67,68.0,https://amazon.com/dp/B0CYPZ2FL6,B0CYPZ2FL6,https://m.media-amazon.com/images/I/71zQFoKg2ZL._AC_UL320_.jpg,,"jumper Laptop, 16 Inch FHD IPS 16:10 Screen, Intel Celeron Quad Core CPU, 4GB LPDDR4 RAM 128GB Storage, Office 365 1-Year Subscription.",3.1,14.0,,,500.0
68,69.0,https://amazon.com/dp/B09RNC69K8,B09RNC69K8,https://m.media-amazon.com/images/I/71Tp0GOd33L._AC_UL320_.jpg,,"Lenovo - 2022 - IdeaPad 3i - Essential Laptop Computer - Intel Core i5 - 15.6"" FHD Display - 8GB Memory - 512GB Storage - Windows 11 Pro",4.5,569.0,399.99,1.0,400.0
69,70.0,https://amazon.com/dp/B0BYBKZ7XD,B0BYBKZ7XD,https://m.media-amazon.com/images/I/71sxwp5iwjL._AC_UL320_.jpg,,"Lenovo ThinkPad E14 Gen 5 Business Laptop, 14"" FHD+ Display, AMD Ryzen 7 7730U (Beat i7-1255U), 16GB RAM, 512GB SSD, FP Reader, Backlit Keyboard, HDMI, RJ45, Wi-Fi 6, Windows 11 Pro, Black",4.6,49.0,779.0,1.0,300.0
70,71.0,https://amazon.com/dp/B0BTQWR77M,B0BTQWR77M,https://m.media-amazon.com/images/I/71iZrF8XXiL._AC_UL320_.jpg,,"Acer Swift Go Intel Evo Thin & Light Premium Laptop 14"" 1920x1200 100% sRGB Touch Screen Display Intel Core i7-1355U Intel Iris Xe 16GB LPDDR5 512GB Gen 4 SSD SFG14-71T-72QV",4.3,200.0,575.0,1.0,500.0
71,72.0,https://amazon.com/dp/B07J3RG68L,B07J3RG68L,https://m.media-amazon.com/images/I/61o62q+1GUL._AC_UL320_.jpg,,"Apple MacBook Pro 13-inch 2.3GHz Core i5, 256GB - Space Gray - 2017 (Renewed)",3.9,2721.0,339.0,2.0,400.0
72,73.0,https://amazon.com/dp/B0CT98X2CV,B0CT98X2CV,https://m.media-amazon.com/images/I/71ZLMvmPSrL._AC_UL320_.jpg,,"HP Newest 15.6"" FHD Essential Business Laptop, Intel Core i5-1135G7 Processor, 32GB RAM, 1TB Storage, Intel Iris Xe Graphics, SD Card Reader, HDMI, Ethernet, Webcam, USB-C, Windows 11 Pro",4.1,16.0,599.0,2.0,300.0
73,74.0,https://amazon.com/dp/B0BSHDJG9T,B0BSHDJG9T,https://m.media-amazon.com/images/I/61fd2oCrvyL._AC_UL320_.jpg,,"Apple 2023 MacBook Pro Laptop M2 Pro chip with 12‑core CPU and 19‑core GPU: 16.2-inch Liquid Retina XDR Display, 16GB Unified Memory, 512GB SSD Storage. Works with iPhone/iPad; Space Gray",4.7,360.0,1998.99,1.0,200.0
74,75.0,https://amazon.com/dp/B0D2HHTSHY,B0D2HHTSHY,https://m.media-amazon.com/images/I/71THjdzBUtL._AC_UL320_.jpg,,"AOC Laptop Computer 15.6 Inch FHD Screen Premium Laptop with N97 Processor(Up to 3.6GHz) Gaming Laptops 16GB RAM 512GB SSD, Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2",5.0,4.0,379.99,2.0,300.0
75,76.0,https://amazon.com/dp/B0CPKS65P5,B0CPKS65P5,https://m.media-amazon.com/images/I/61IpRGnny7L._AC_UL320_.jpg,,"HP Portable Laptop, Student and Business, 14"" HD Display, Intel Quad-Core N4120, 16GB DDR4 RAM, 64GB eMMC, 1 Year Office 365, Webcam, RJ-45, HDMI, Wi-Fi, Windows 11 Home, Silver",4.2,945.0,229.0,1.0,500.0
76,77.0,https://amazon.com/dp/B0CKN6R3X7,B0CKN6R3X7,https://m.media-amazon.com/images/I/61hmSH8an5L._AC_UL320_.jpg,,"Dell Chromebook 3180 Laptop Computer, 11.6 Inch Laptop PC, Intel Celeron N3060, 4GB RAM, 16GB SSD, Web Camera, Wi-Fi, Bluetooth, HDMI, Chrome OS (Renewed)",3.8,202.0,52.0,3.0,1000.0
77,78.0,https://amazon.com/dp/B0CQJ7LVYD,B0CQJ7LVYD,https://m.media-amazon.com/images/I/71uBnizn02L._AC_UL320_.jpg,Sponsored,"Laptop Computer 14.1Inch Laptop 8GB RAM 512GB SSD, IPS1080PLaptop, Intel Quad-Core(Up to 2.7GHz) J4125 Processor Windows 11 Pro Laptop, HD Camera, Dual Frequency WiFi(2.4G/5G)",4.4,13.0,229.99,,
78,79.0,https://amazon.com/dp/B0CZDPPCPV,B0CZDPPCPV,https://m.media-amazon.com/images/I/71npaILaMYL._AC_UL320_.jpg,Sponsored,"Laptop Computer, 15.6"" FHD IPS 1920x1080 Screen, 16GB RAM, 512GB SSD, Intel Celeron Quad-Core Processors, WiFi, Bluetooth, Type-C, TF Card, Mini-HDMI, 2MP Webcam.",4.2,22.0,219.99,1.0,100.0
79,80.0,https://amazon.com/dp/B0D1NMCTH8,B0D1NMCTH8,https://m.media-amazon.com/images/I/6106uXmjnTL._AC_UL320_.jpg,Sponsored,"HP 15 Laptop for Business and Student, with Microsoft Office 2021 Lifetime License,15.6"" HD Touchscreen Display,Intel 12th i3-1215U (6 Cores),Webcam, (Windows 11 Home, 32GB RAM | 1TB PCIe SSD)",,,559.0,,
80,81.0,https://amazon.com/dp/B0BZXZSG4J,B0BZXZSG4J,https://m.media-amazon.com/images/I/51mlifq5qmL._AC_UL320_.jpg,,"Lenovo IdeaPad 1 15.6"" FHD Laptop Newest, Intel Pentium Silver N6000, 12GB RAM, 256GB PCIe SSD+128GB eMMC, 1 Year Microsoft Office 365, Webcam, Type-C, SD Card Reader, Wi-Fi 6, Windows 11",4.3,156.0,279.0,1.0,500.0
81,82.0,https://amazon.com/dp/B0BXRPCQZ5,B0BXRPCQZ5,https://m.media-amazon.com/images/I/51EagZz+-rL._AC_UL320_.jpg,,"ASUS VivoBook Pro 16 Laptop, 16” Display, Intel Core i9-13900H CPU, NVIDIA® GeForce® RTX™ 4060 GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Quiet Blue, K6602VV-AS96",4.1,80.0,1397.79,2.0,200.0
82,83.0,https://amazon.com/dp/B0BL35XNF5,B0BL35XNF5,https://m.media-amazon.com/images/I/81ux3SQKXrL._AC_UL320_.jpg,,"Acer Aspire 1 A115-32-C96U Slim Laptop | 15.6"" FHD Display | Intel Celeron N4500 Processor | 4GB DDR4 | 128GB eMMC | WiFi 5 | Microsoft 365 Personal 1-Year Subscription | Windows 11 in S Mode, Silver",4.0,558.0,214.99,1.0,500.0
83,84.0,https://amazon.com/dp/B0CNLZXL9H,B0CNLZXL9H,https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_UL320_.jpg,,"HP 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 16GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11 S",3.7,85.0,269.97,1.0,400.0
84,85.0,https://amazon.com/dp/B0CB73MSX4,B0CB73MSX4,https://m.media-amazon.com/images/I/719C6bJv8jL._AC_UL320_.jpg,,"Apple 2022 MacBook Air M2 Chip (13-inch, 8GB RAM, 256GB SSD Storage) (QWERTY English) Midnight (Renewed Premium)",4.7,351.0,824.97,2.0,200.0
85,86.0,https://amazon.com/dp/B0B338HW3T,B0B338HW3T,https://m.media-amazon.com/images/I/71lsq9TesJL._AC_UL320_.jpg,,"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 12GB RAM, 256GB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",4.3,310.0,422.0,,400.0
86,87.0,https://amazon.com/dp/B08F93HGNB,B08F93HGNB,https://m.media-amazon.com/images/I/61eFMUYS+HL._AC_UL320_.jpg,,"LENOVO IdeaPad 3i Laptop, 15.6"" HD Touchscreen Display, Intel Core i3-1115G4 Processor, 12GB DDR4 RAM, 256GB PCIe SSD, Bluetooth, Webcam, Wi-Fi 6, HDMI, Windows 11 Home, Grey",4.3,444.0,348.0,2.0,400.0
87,88.0,https://amazon.com/dp/B0CDJPQB9C,B0CDJPQB9C,https://m.media-amazon.com/images/I/61vqI0vw94L._AC_UL320_.jpg,,"Microsoft Surface Laptop Studio 2 (2023) - 14.4"" Touchscreen - Intel Core i7, 64GB RAM, 2TB SSD, Nvidia GeForce RTX 4060, Windows 11, Platinum Color Copilot",4.2,29.0,2619.99,2.0,100.0
88,89.0,https://amazon.com/dp/B07CCM5X58,B07CCM5X58,https://m.media-amazon.com/images/I/71N+DK0pEaL._AC_UL320_.jpg,,"Apple MacBook Air MJVM2LL/A 11.6-Inch Laptop (1.6 GHz Intel Core i5, 128 GB Hard Drive, Integrated Intel HD Graphics 6000, Mac OS X 10.10 Yosemite) (Renewed)",3.9,365.0,194.0,1.0,500.0
89,90.0,https://amazon.com/dp/B0D26JCKMB,B0D26JCKMB,https://m.media-amazon.com/images/I/716ViaLJyqL._AC_UL320_.jpg,,HP Everyday Essential 14 FHD Laptop • Free Microsoft Office Suite Included • Light up Keyboard • 16GB RAM • 512GB SSD(256GB PCIe & P500 250GB External) • Intel 4-core Processor • HDMI • Windows 11,2.9,6.0,299.99,,400.0
90,91.0,https://amazon.com/dp/B09PGSZDHH,B09PGSZDHH,https://m.media-amazon.com/images/I/61wjh-I8dHL._AC_UL320_.jpg,,"2021 Apple MacBook Pro with Apple M1 Pro chip (14-inch, 16GB RAM, 512GB SSD) - Space Gray (Renewed)",4.4,515.0,1119.95,4.0,200.0
91,92.0,https://amazon.com/dp/B09P43P66P,B09P43P66P,https://m.media-amazon.com/images/I/51mqsKt+m0L._AC_UL320_.jpg,,"Late 2021 Apple MacBook Pro with Apple M1 Pro chip (16-inch, 16GB RAM, 512GB SSD) Space Gray (Renewed)",4.5,505.0,1393.53,1.0,100.0
92,93.0,https://amazon.com/dp/B0D1HLTF5L,B0D1HLTF5L,https://m.media-amazon.com/images/I/41wJ1zfNSBL._AC_UL320_.jpg,Sponsored,"HP 15 Laptop Computer for Business & Student 15.6"" FHD Display, with Microsoft Office 2021 Lifetime License, AMD Ryzen 5-7520U, Webcam, WiFi 6, Type-C (Win 11 Pro, 16GB RAM | 512GB PCIe SSD)",,,489.0,,
93,94.0,https://amazon.com/dp/B07TT9W26Z,B07TT9W26Z,https://m.media-amazon.com/images/I/61xm1J2DZzL._AC_UL320_.jpg,Sponsored,"Dell Inspiron 15 Laptop for Business and Students, 15.6 FHD Touchscreen Display, 12th Gen Intel Core i5-1235U, 32GB RAM, 2TB NVMe SSD, Webcam, SD Card Reader, Keypad, HDMI, SPS HDMI, Win 11 Pro",,,699.99,,
94,95.0,https://amazon.com/dp/B0D178MKZ1,B0D178MKZ1,https://m.media-amazon.com/images/I/71ILCEwR+-L._AC_UL320_.jpg,Sponsored,"14'' Laptop 8GB DDR4 512GB SSD, Celeron N4000 Processors Laptop Computer, Windows 11 IPS FHD Display Laptop Computer,Numeric Keypad USB 3.0, Bluetooth 4.2, 2.4/5G WiFi",,,189.0,,
95,96.0,https://amazon.com/dp/B0CNTJH19L,B0CNTJH19L,https://m.media-amazon.com/images/I/61dOHhU8uGL._AC_UL320_.jpg,Sponsored,"HP Probook 250 G8 15.6"" FHD Business Laptop Computer, Intel Core i5-1135G7 (Beat i7-1065G7), 16GB DDR4 RAM, 512GB PCIe SSD, 802.11AC WiFi, Bluetooth 5.0, Natural Silver, Windows 11 Pro, AZ-XUT",5.0,1.0,449.0,,
96,97.0,https://amazon.com/dp/B0CT1ZFGPC,B0CT1ZFGPC,https://m.media-amazon.com/images/I/71+9WfLKBeL._AC_UL320_.jpg,Sponsored,"HP 17 Laptop for Business and Student, 17.3"" FHD Anti-Glare Display, Intel Core i3-N305(8-core), 16GB RAM, 512GB SSD, Wi-Fi 6, Fast Charge, Fingerprint Reader, Windows 11 Home, with Laptop Stand",5.0,1.0,449.99,2.0,
97,98.0,https://amazon.com/dp/B09X9P4TH6,B09X9P4TH6,https://m.media-amazon.com/images/I/41dxmvxO3jL._AC_UL320_.jpg,Sponsored,"HP Chromebook 11 G7 EE 11.6"" Laptop, Intel Celeron N4000, 4GB RAM, 16GB eMMC SSD (6QY22UT#ABA) (Renewed)",3.9,83.0,67.99,,
98,99.0,https://amazon.com/dp/B0CNM12GMZ,B0CNM12GMZ,https://m.media-amazon.com/images/I/71GpA7p2KDL._AC_UL320_.jpg,,"HP Newest 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 16GB RAM, 128GB Storage(64GB eMMC+64GB Ghost Manta SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11 S",4.2,59.0,267.2,1.0,500.0
99,100.0,https://amazon.com/dp/B08HHNXW8Y,B08HHNXW8Y,https://m.media-amazon.com/images/I/61BNNvtZYIL._AC_UL320_.jpg,,"2020 Apple MacBook Pro with 2.0GHz Intel Core i5 (13-inch, 16GB RAM, 512GB SSD Storage) - Space Gray (Renewed)",4.2,466.0,628.98,1.0,300.0
100,101.0,https://amazon.com/dp/B07C3CTML2,B07C3CTML2,https://m.media-amazon.com/images/I/71PIqZ37ZNL._AC_UL320_.jpg,,"Apple 13in MacBook Pro, Retina, Touch Bar, 3.1GHz Intel Core i5 Dual Core, 8GB RAM, 256GB SSD, Space Gray, MPXV2LL/A (Renewed)",3.9,546.0,399.0,2.0,200.0
101,102.0,https://amazon.com/dp/B08CCKVS59,B08CCKVS59,https://m.media-amazon.com/images/I/614cRebMvmL._AC_UL320_.jpg,,"Early 2020 Apple MacBook Air with 1.1GHz Intel Core i3 (13-inch, 8GB RAM, 256GB SSD Storage) (QWERTY English) Space Gray (Renewed)",4.1,1104.0,435.94,,400.0
102,103.0,https://amazon.com/dp/B0D1DRMWF8,B0D1DRMWF8,https://m.media-amazon.com/images/I/718ftedGsJL._AC_UL320_.jpg,,"ACEMAGIC Gaming Laptop AMD Ryzen 7 5700U(8C/16T), Radeon RX Vega 8 Graphics,16.1“FHD Display,16GB RAM 512GB NVMe SSD Laptop Computer with Backlit KB,Type_C (Full Function),WiFi 6, 53Wh Battery",4.0,6.0,1699.99,2.0,100.0
103,104.0,https://amazon.com/dp/B08SHN3TZP,B08SHN3TZP,https://m.media-amazon.com/images/I/71imPv3mtFL._AC_UL320_.jpg,,"Dell Chromebook 11 3100 11.6"" Chromebook - 1366 x 768 - Celeron N4020-4 GB RAM - 16 GB Flash Memory - Chrome OS - Intel HD Graphics - English (US) Keyboard - Bluetooth (Renewed)",4.0,174.0,60.04,1.0,500.0
104,105.0,https://amazon.com/dp/B0C9RVBJDW,B0C9RVBJDW,https://m.media-amazon.com/images/I/71dKF4pc-6L._AC_UL320_.jpg,,"Dell Inspiron 3520 15.6"" FHD Laptop, Intel Core i7-1255U Processor, 32GB RAM, 1TB SSD, Webcam, HDMI, SD-Card Slot, Wi-Fi 6, Windows 11 Home, Black",4.3,36.0,677.0,2.0,200.0
105,106.0,https://amazon.com/dp/B0CVN1G473,B0CVN1G473,https://m.media-amazon.com/images/I/81j9LdAOc1L._AC_UL320_.jpg,,"Lenovo Newest V15 Series Laptop, 24GB RAM, 1TB SSD Storage 15.6″ FHD Display with Low-Blue Light, Intel 4-Cores Upto 3.3Ghz Processor, HDMI, Ethernet Port, WiFi & Bluetooth, Windows 11 Home",4.2,590.0,399.99,1.0,300.0
106,107.0,https://amazon.com/dp/B09SVSBVP1,B09SVSBVP1,https://m.media-amazon.com/images/I/71tXLOE7wIL._AC_UL320_.jpg,,"HP Chromebook 14 Laptop, Intel Celeron N4120, 4 GB RAM, 64 GB eMMC, 14"" HD Display, Chrome OS, Thin Design, 4K Graphics, Long Battery Life, Ash Gray Keyboard (14a-na0226nr, 2022, Mineral Silver)",4.4,1703.0,194.35,2.0,500.0
107,108.0,https://amazon.com/dp/B07XQHL645,B07XQHL645,https://m.media-amazon.com/images/I/51dafnlz6wL._AC_UL320_.jpg,,"Apple 13.3 inches MacBook Air Retina display, 1.6GHz dual-core Intel Core i5, 256GB - Space Gray (Renewed)",4.1,2420.0,399.0,2.0,300.0
108,109.0,https://amazon.com/dp/B0C33KJV5N,B0C33KJV5N,https://m.media-amazon.com/images/I/61DF0nkzgxL._AC_UL320_.jpg,,"HP 17.3"" Flagship HD+ Business Laptop, 16GB DDR4 RAM, 1TB PCIe SSD, Intel Quad Core i3-1125G4(Beat i5-1035G4), Bluetooth, HDMI, Webcam, Windows 11, Silver, w/GM Accessories",4.3,439.0,457.0,2.0,300.0
109,110.0,https://amazon.com/dp/B09F8J8D44,B09F8J8D44,https://m.media-amazon.com/images/I/61UGE9cZVlL._AC_UL320_.jpg,,"Microsoft Surface Laptop Studio - 14.4"" Touchscreen - Intel® Core™ i7 - 32GB Memory - 2TB SSD - Platinum",4.0,62.0,1426.99,1.0,100.0
110,111.0,https://amazon.com/dp/B0CQJ7LVYD,B0CQJ7LVYD,https://m.media-amazon.com/images/I/71uBnizn02L._AC_UL320_.jpg,Sponsored,"Laptop Computer 14.1Inch Laptop 8GB RAM 512GB SSD, IPS1080PLaptop, Intel Quad-Core(Up to 2.7GHz) J4125 Processor Windows 11 Pro Laptop, HD Camera, Dual Frequency WiFi(2.4G/5G)",4.4,13.0,229.99,,
111,112.0,https://amazon.com/dp/B0CZDPPCPV,B0CZDPPCPV,https://m.media-amazon.com/images/I/71npaILaMYL._AC_UL320_.jpg,Sponsored,"Laptop Computer, 15.6"" FHD IPS 1920x1080 Screen, 16GB RAM, 512GB SSD, Intel Celeron Quad-Core Processors, WiFi, Bluetooth, Type-C, TF Card, Mini-HDMI, 2MP Webcam.",4.2,22.0,219.99,1.0,100.0
112,113.0,https://amazon.com/dp/B0D1NMCTH8,B0D1NMCTH8,https://m.media-amazon.com/images/I/6106uXmjnTL._AC_UL320_.jpg,Sponsored,"HP 15 Laptop for Business and Student, with Microsoft Office 2021 Lifetime License,15.6"" HD Touchscreen Display,Intel 12th i3-1215U (6 Cores),Webcam, (Windows 11 Home, 32GB RAM | 1TB PCIe SSD)",,,559.0,,
113,114.0,https://amazon.com/dp/B0CCKS8FVL,B0CCKS8FVL,https://m.media-amazon.com/images/I/61XXyxsfdRL._AC_UL320_.jpg,,"Lenovo ThinkPad X1 Carbon Gen 11 21HM002DUS Black Laptop, i7-1355U, 16GB, 512GB PCIe SSD, 14.0"" IPS Touch Wide UXGA (1920x1200), Intel Iris Xe, Windows 11 Pro",4.6,14.0,1262.92,2.0,100.0
114,115.0,https://amazon.com/dp/B08374PJD2,B08374PJD2,https://m.media-amazon.com/images/I/81IfxvUTd7L._AC_UL320_.jpg,,"HP Chromebook 11 G6 Ee 11.6"" Chromebook Intel Celeron 1.10 GHz 4 GB 16 GB Chrome OS (Renewed)",4.1,476.0,52.95,4.0,500.0
115,116.0,https://amazon.com/dp/B0CYSKTSP2,B0CYSKTSP2,https://m.media-amazon.com/images/I/71Tt4cAxPFL._AC_UL320_.jpg,,"ACEMAGIC 16 inch Laptop Computer,Powered by N95 Processor,16GB DDR4 RAM 512GB SSD,FHD 1920 * 1200P,WiFi,BT5.0,Type_C,38Wh Battery,Traditional Laptop for Everday Needs.",4.4,20.0,379.99,2.0,300.0
116,117.0,https://amazon.com/dp/B082J572X8,B082J572X8,https://m.media-amazon.com/images/I/71i49M4hv2L._AC_UL320_.jpg,,"2019 Apple MacBook Pro with 1.4GHz Intel Core i5 (13 inch, 8GB RAM, 128GB SSD) - Space Gray (Renewed)",4.3,1384.0,448.99,1.0,300.0
117,118.0,https://amazon.com/dp/B0CCPN5TQJ,B0CCPN5TQJ,https://m.media-amazon.com/images/I/41ccHtZ6QpL._AC_UL320_.jpg,,"HP Pavilion 15 Laptop, 12th Generation Intel Core i7-1255U Processor, 32 GB RAM, 1 TB SSD, 15.6"" Full HD Display, Fingerprint Reader, Wi-Fi & Bluetooth, HD Webcam,Backlit Keyboard,Windows 11 Pro",4.4,1088.0,769.0,1.0,100.0
118,119.0,https://amazon.com/dp/B0C6VVHS73,B0C6VVHS73,https://m.media-amazon.com/images/I/71E1n8T+InL._AC_UL320_.jpg,,"Lenovo IdeaPad 3 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1155G7, 24GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Blue",4.2,88.0,492.49,2.0,200.0
119,120.0,https://amazon.com/dp/B0C8J23FSF,B0C8J23FSF,https://m.media-amazon.com/images/I/61qO6dx0M+L._AC_UL320_.jpg,,"Dell Latitude 3540 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - 16 GB Total RAM - 256 GB SSD",5.0,4.0,679.0,4.0,100.0
120,121.0,https://amazon.com/dp/B0CXGPS24D,B0CXGPS24D,https://m.media-amazon.com/images/I/71lxRGhPMVL._AC_UL320_.jpg,,"HP 15 inch Laptop, HD Display, 13th Generation Intel Core i5-1334U, 8 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home, 15-fd0012nr (2024)",4.4,18.0,498.99,1.0,200.0
121,122.0,https://amazon.com/dp/B0CT3WX363,B0CT3WX363,https://m.media-amazon.com/images/I/71xS80cHOvL._AC_UL320_.jpg,,"Lenovo Newest 15.6"" FHD Laptop, Intel Pentium N6000 Quad-core Processor, 16GB Memory, 1TB SSD Storage, Ethernet Port, HDMI, USB-C, WiFi & Bluetooth, Windows 11 Home, WOWPC USB Bundle",4.3,52.0,399.0,2.0,300.0
122,123.0,https://amazon.com/dp/B0BRNNS3RN,B0BRNNS3RN,https://m.media-amazon.com/images/I/61oTh3Oun5L._AC_UL320_.jpg,,"SAMSUNG 16” Galaxy Book3 Pro Laptop PC Computer, 13th Gen Intel Core i7-1360P Processor / 16GB / 1TB, 3K AMOLED Screen, 120hz, Fingerprint Reader, FHD Webcam, 2023 Model, NP960XFG-KC1US, Graphite",4.3,237.0,1299.99,1.0,200.0
123,124.0,https://amazon.com/dp/B08B6F1NNR,B08B6F1NNR,https://m.media-amazon.com/images/I/61QGMX0Qy6L._AC_UL320_.jpg,,"Lenovo 2022 Newest Ideapad 3 Laptop, 15.6"" HD Touchscreen, 11th Gen Intel Core i3-1115G4 Processor, 8GB DDR4 RAM, 256GB PCIe NVMe SSD, HDMI, Webcam, Wi-Fi 5, Bluetooth, Windows 11 Home, Almond",4.3,3987.0,321.0,3.0,300.0
124,125.0,https://amazon.com/dp/B0CHMC7BZ8,B0CHMC7BZ8,https://m.media-amazon.com/images/I/81uEFIFswnL._AC_UL320_.jpg,,"HP Newest 14"" Ultral Light Laptop for Students and Business, Intel Quad-Core N4120, 16GB RAM, 192GB Storage(64GB eMMC+128GB Ghost Manta SD), 1 Year Office 365, Webcam, HDMI, WiFi, USB-A&C, Win 11",4.3,681.0,269.99,,400.0
125,126.0,https://amazon.com/dp/B0D1HLTF5L,B0D1HLTF5L,https://m.media-amazon.com/images/I/41wJ1zfNSBL._AC_UL320_.jpg,Sponsored,"HP 15 Laptop Computer for Business & Student 15.6"" FHD Display, with Microsoft Office 2021 Lifetime License, AMD Ryzen 5-7520U, Webcam, WiFi 6, Type-C (Win 11 Pro, 16GB RAM | 512GB PCIe SSD)",,,489.0,,
126,127.0,https://amazon.com/dp/B07TT9W26Z,B07TT9W26Z,https://m.media-amazon.com/images/I/61xm1J2DZzL._AC_UL320_.jpg,Sponsored,"Dell Inspiron 15 Laptop for Business and Students, 15.6 FHD Touchscreen Display, 12th Gen Intel Core i5-1235U, 32GB RAM, 2TB NVMe SSD, Webcam, SD Card Reader, Keypad, HDMI, SPS HDMI, Win 11 Pro",,,699.99,,
127,128.0,https://amazon.com/dp/B0D178MKZ1,B0D178MKZ1,https://m.media-amazon.com/images/I/71ILCEwR+-L._AC_UL320_.jpg,Sponsored,"14'' Laptop 8GB DDR4 512GB SSD, Celeron N4000 Processors Laptop Computer, Windows 11 IPS FHD Display Laptop Computer,Numeric Keypad USB 3.0, Bluetooth 4.2, 2.4/5G WiFi",,,189.0,,
128,129.0,https://amazon.com/dp/B0CT1ZFGPC,B0CT1ZFGPC,https://m.media-amazon.com/images/I/71+9WfLKBeL._AC_UL320_.jpg,Sponsored,"HP 17 Laptop for Business and Student, 17.3"" FHD Anti-Glare Display, Intel Core i3-N305(8-core), 16GB RAM, 512GB SSD, Wi-Fi 6, Fast Charge, Fingerprint Reader, Windows 11 Home, with Laptop Stand",5.0,1.0,449.99,2.0,
129,130.0,https://amazon.com/dp/B0CQJ7LVYD,B0CQJ7LVYD,https://m.media-amazon.com/images/I/71uBnizn02L._AC_UL320_.jpg,Sponsored,"Laptop Computer 14.1Inch Laptop 8GB RAM 512GB SSD, IPS1080PLaptop, Intel Quad-Core(Up to 2.7GHz) J4125 Processor Windows 11 Pro Laptop, HD Camera, Dual Frequency WiFi(2.4G/5G)",4.4,13.0,229.99,,
130,131.0,https://amazon.com/dp/B09X9P4TH6,B09X9P4TH6,https://m.media-amazon.com/images/I/41dxmvxO3jL._AC_UL320_.jpg,Sponsored,"HP Chromebook 11 G7 EE 11.6"" Laptop, Intel Celeron N4000, 4GB RAM, 16GB eMMC SSD (6QY22UT#ABA) (Renewed)",3.9,83.0,67.99,,
131,132.0,https://amazon.com/dp/B0CDJ6Y8SQ,B0CDJ6Y8SQ,https://m.media-amazon.com/images/I/716Agdq-YPL._AC_UL320_.jpg,,"Microsoft Surface Laptop Go 3 (2023) - 12.4"" Touchscreen, Thin & Lightweight, Intel Core i5, 8GB RAM, 256GB SSD SSD, with Windows 11, Ice Blue Color Copilot",4.5,74.0,699.99,4.0,200.0
132,133.0,https://amazon.com/dp/B08FCPDH64,B08FCPDH64,https://m.media-amazon.com/images/I/61q+tu0yBnL._AC_UL320_.jpg,,"Dell Latitude 7490 14 HD Anti-Glare, Intel Core i5-8350U, 16GB DDR4, 256GB Solid State Drive, Webcam, Bluetooth, Windows 10Pro (Renewed)",4.1,664.0,214.49,5.0,300.0
133,134.0,https://amazon.com/dp/B0D5CSHL69,B0D5CSHL69,https://m.media-amazon.com/images/I/81gwJylls2L._AC_UL320_.jpg,,"Dell Latitude 3550 15.6"" FHD Business AI Laptop Computer, Intel 12-Core Ultra 5 125U (Beat i7-1355U), Intel Arc, 16GB DDR5 RAM, 256GB PCIe SSD, WiFi 6, Backlit KB, Fingerprint Reader, Windows 11 Pro",5.0,1.0,759.0,3.0,
134,135.0,https://amazon.com/dp/B08PDTLK1Q,B08PDTLK1Q,https://m.media-amazon.com/images/I/817Y3zdhTXL._AC_UL320_.jpg,,HP 2020 Flagship 14 Chromebook Laptop Computer 14-inch HD SVA Anti-Glare Display Intel Celeron N5000 Processor 4GB DDR4 64GB eMMC WiFi Webcam Chrome OS (Renewed),4.4,2817.0,138.0,6.0,400.0
135,136.0,https://amazon.com/dp/B0CX27GY7N,B0CX27GY7N,https://m.media-amazon.com/images/I/71gqlzTfZzL._AC_UL320_.jpg,,"Acer Predator Helios Neo 16 Gaming Laptop | Intel Core i7-13650HX | NVIDIA GeForce RTX 4060 | 16"" WUXGA 1920 x 1200 165Hz G-SYNC Display | 16GB DDR5 | 512GB Gen 4 SSD | Killer Wi-Fi 6E | PHN16-71-76H5",4.5,2023.0,1149.99,1.0,100.0
